company,title,url,application_url,apply_status,apply_error,apply_attempts,applied_at,last_attempted_at
Cover Genius,Senior Data Scientist - GenAI,https://careers.kula.ai/covergenius/28716?source=LinkedIn,https://careers.kula.ai/covergenius/28716/apply?info.first_name=Deepan&info.last_name=Vishal+Thulasi+Vel&info.email=deepanvishal%40gmail.com&info-phone-e164=%2B19599992111&info.linkedin_url=https%3A%2F%2Fwww.linkedin.com%2Fin%2Fdeepanvishal%2F&radio-%3Ar15%3A=N**,applied,,0,2026-04-16T22:48:56.124425+00:00,2026-04-16T22:32:25.566901+00:00
eClerx,Data Scientist - Marketing Analytics,https://www.linkedin.com/jobs/view/4378352134,https://fa-ewji-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/my-profile,applied,,0,2026-04-16T22:40:41.876108+00:00,2026-04-16T22:30:50.887093+00:00
ConSol Partners,Lead Data Scientist,https://www.linkedin.com/jobs/view/4375407096,https://www.linkedin.com/jobs/view/4375407096/**,applied,,0,2026-04-16T22:32:23.261616+00:00,2026-04-16T22:25:23.738119+00:00
Tink,Senior Machine Learning Scientist,https://www.learn4good.com/jobs/indiana-borough/pennsylvania/info_technology/5005363876/e,https://www.learn4good.com/jobs/indiana-borough/pennsylvania/info_technology/5005363876/e,failed,expired,99,,2026-04-16T22:25:00.203795+00:00
Intuit,Senior Staff Data Scientist,https://www.linkedin.com/jobs/view/4365078822,,failed,expired,99,,2026-04-16T22:24:25.655482+00:00
Purpose Financial,Data Scientist - Lead Gen,https://www.linkedin.com/jobs/view/4398696516,https://www.linkedin.com/jobs/view/4398696516/,failed,expired,99,,2026-04-16T22:24:03.909102+00:00
Intuit,Senior Data Scientist - QBO Shared Experiences,https://www.linkedin.com/jobs/view/4379513021,https://intuit.avature.net/en_US/externalCareers/Success?pipelineId=19494&utm_medium=jobad&utm_content=pj_board&utm_source=linkedin+slots+%28intuit%29&cid=pjob_li_click_us_datasci-fy26_cn_text_job_int-tm&p_sid=qRmBJfb&p_uid=HulIGQ3ssu&ss=paid&utm_campaign=&contactId=2049886,applied,,0,2026-04-16T22:30:48.628854+00:00,2026-04-16T22:21:19.667651+00:00
RPI Print,Principal Machine Learning Scientist,https://www.whatjobs.com/jobs/principal-machine-learning-scientist/washington,https://www.whatjobs.com/jobseeker/dashboard?ni=aj98l5j,applied,,0,2026-04-16T22:24:23.319365+00:00,2026-04-16T22:14:08.770006+00:00
Jobs via Dice,Senior Data Scientist: ML & Insights for Product Growth,https://www.whatjobs.com/jobs/senior-data-scientist-ml/lake-city,https://www.whatjobs.com/jobseeker/dashboard?ni=w6igf9u**,applied,,2,2026-04-16T22:21:17.374926+00:00,2026-04-16T22:10:51.343353+00:00
USAA,Data Scientist Senior - Model Development,https://www.linkedin.com/jobs/view/4393340722,https://usaa.wd1.myworkdayjobs.com/en-US/USAAJOBSWD/job/San-Antonio-Home-Office-IIIII/Data-Scientist-Senior--AI-ML_R0115804/apply/autofillWithResume?utm_campaign=technology_other&utm_medium=jobad&utm_content=pj_board&utm_source=linkedin%20slotted&p_sid=LrvBczb&p_uid=sn2uMzlVXP&source=tmp_programmaticjobs&ss=paid,applied,,1,2026-04-16T22:14:06.490528+00:00,2026-04-16T22:07:15.902172+00:00
Bain Capital,Senior Data Scientist,https://www.linkedin.com/jobs/view/4399424984,https://baincapital.wd1.myworkdayjobs.com/en-US/External_Public/jobTasks/completed/application?source=LinkedIn,applied,,0,2026-04-16T22:05:56.525624+00:00,2026-04-16T22:00:02.473064+00:00
USAA,Data Scientist Senior - Model Development,https://www.linkedin.com/jobs/view/4393330920,https://usaa.wd1.myworkdayjobs.com/en-US/USAAJOBSWD/job/San-Antonio-Home-Office-IIIII/Data-Scientist-Senior--AI-ML_R0115804/apply/autofillWithResume?utm_campaign=technology_other&utm_medium=jobad&utm_content=pj_board&utm_source=linkedin%20slotted&p_sid=bSMboLb&p_uid=kOz66R4OwN&source=tmp_programmaticjobs&ss=paid,applied,,2,2026-04-16T22:00:00.276265+00:00,2026-04-16T21:54:33.073094+00:00
,"Manager, Data Science",https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/Plano-TX/Manager--Data-Science_R239798-1,https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/Plano%2C-TX/Manager--Data-Science_R239798-1/apply/autofillWithResume**,applied,,0,2026-04-16T21:55:59.499588+00:00,2026-04-16T21:54:25.056039+00:00
RemoteHunter,Data Scientist,https://www.linkedin.com/jobs/view/4397162468,https://www.linkedin.com/jobs/view/4397162468/,failed,expired,99,,2026-04-16T21:51:35.044279+00:00
Alt,Senior Data Scientist- Pricing & Underwriting,https://www.linkedin.com/jobs/view/4368810703,https://www.linkedin.com/jobs/view/4368810703/,applied,,0,2026-04-16T21:43:32.565561+00:00,2026-04-16T21:36:17.684489+00:00
Monogram Health,Principal Data Scientist,https://www.linkedin.com/jobs/view/4397039828,https://recruiting2.ultipro.com/MON1026MONOH/JobBoard/bcaf2db0-50c8-4e2f-9d65-e8e00c882a25/OpportunityDetail?opportunityId=de6ad580-0a52-4d5f-a7b1-29ed2946396d&source=LinkedIn,applied,,0,2026-04-16T21:33:17.009771+00:00,2026-04-16T21:32:12.166976+00:00
Oliver Wyman,Oliver Wyman - Sr. Lead Data Scientist or Principal Data Scientist,https://www.linkedin.com/jobs/view/4394667220,https://careers.marsh.com/global/en/applythankyou?status=alreadyApplied&jobSeqNo=MAMCGLOBALR269011EXTERNALENGLOBAL&jobTitle=Oliver%20Wyman%20-%20Sr.%20Lead%20Data%20Scientist%20or%20Principal%20Data%20Scientist&jobId=R_269011**,applied,,0,2026-04-16T21:51:32.802639+00:00,2026-04-16T21:29:49.561493+00:00
Oliver Wyman,Oliver Wyman - Sr. Lead Data Scientist or Principal Data Scientist,https://www.linkedin.com/jobs/view/4394655727,https://careers.marsh.com/global/en/applythankyou?status=alreadyApplied&jobSeqNo=MAMCGLOBALR269011EXTERNALENGLOBAL&jobTitle=Oliver%20Wyman%20-%20Sr.%20Lead%20Data%20Scientist%20or%20Principal%20Data%20Scientist&jobId=R_269011&candidateHomeUrl=https://mmc.wd1.myworkdayjobs.com/en-US/MMC/login?Job_Application_ID=undefined&jobApplicationId=undefined&candidateId=CAND-237237**,applied,,0,2026-04-16T21:36:15.428449+00:00,2026-04-16T21:28:14.343010+00:00
CNA Search,Data Scientist,https://cnasearch.com/jobs?JOBSHAREWHSDU7GQSJCXFL524LT2BXZEVBRDA67JULA66GEYTORPRUGFK2GSSIM7EUNYTI6R64&src=LinkedIn,https://cnasearch.com/jobs/?JOBSHAREWHSDU7GQSJCXFL524LT2BXZEVBRDA67JULA66GEYTORPRUGFK2GSSIM7EUNYTI6R64&src=LinkedIn**,applied,,0,2026-04-16T21:20:19.781322+00:00,2026-04-16T21:18:49.871736+00:00
Johnson & Johnson,Principal Data Scientist – R&D DSDH - Therapeutics Discovery (TD),https://www.linkedin.com/jobs/view/4400306914,https://jj.wd5.myworkdayjobs.com/en-US/JJ/job/Spring-House-Pennsylvania-United-States-of-America/Principal-Data-Scientist---R-D-DSDH---Therapeutics-Discovery--TD-_R-067794-2/apply?source=LinkedIn,applied,,0,2026-04-16T21:18:47.817972+00:00,2026-04-16T21:17:07.251165+00:00
SoTalent,Data Scientist,https://www.linkedin.com/jobs/view/4398860290,,failed,expired,99,,2026-04-16T21:16:38.562517+00:00
Eight Sleep,"Data Scientist, Growth",https://www.linkedin.com/jobs/view/4394739774,https://jobs.ashbyhq.com/eightsleep/9f71549a-d17f-4137-a334-bd7b162274b0/application**,applied,,0,2026-04-16T21:28:12.053279+00:00,2026-04-16T21:14:18.224680+00:00
Moloco,"Data Science Manager, Growth Analytics (Gaming)",https://www.linkedin.com/jobs/view/4301562775,https://job-boards.greenhouse.io/moloco/jobs/5832424003/confirmation?gh_src=3276b55b3us,applied,,0,2026-04-16T21:14:15.897046+00:00,2026-04-16T21:11:27.970123+00:00
Solventum,Data Scientist - NLP & Generative AI,https://click.appcast.io/t/Cct1C8tM_Kg8X4aLATuNfSib1CWa_YuKgVzkWViASJOI9wQrvaslabWskkDn82gb?source=LinkedIn,https://healthcare.wd1.myworkdayjobs.com/Search/job/Remote---Minnesota/Data-Scientist---Medical-document-analysis_R01125201?source=LinkedIn,failed,expired,99,,2026-04-16T21:11:02.834728+00:00
CLEAR,Data Scientist II,https://www.linkedin.com/jobs/view/4358983720,,failed,expired,99,,2026-04-16T21:10:15.893494+00:00
TIFIN,Senior Data Scientist,https://www.linkedin.com/jobs/view/4400250831,https://www.linkedin.com/jobs/view/4400250831/,failed,expired,99,,2026-04-16T21:09:39.711283+00:00
CDC Foundation,Data Scientist,https://www.linkedin.com/jobs/view/4393968952,,failed,expired,99,,2026-04-16T21:09:10.307608+00:00
Visa,"Senior Data Scientist, AI/ML – Visa Consulting and Analytics",https://jobs.smartrecruiters.com/Visa/744000117737096-senior-data-scientist-ai-ml-visa-consulting-and-analytics?source=LinkedIn,https://jobs.smartrecruiters.com/oneclick-ui/company/Visa/publication/b8c82cca-1008-4918-a14f-0599cb4fccf8/success?dcr_ci=Visa**,applied,,0,2026-04-16T21:12:40.592876+00:00,2026-04-16T21:08:32.696783+00:00
Octave,Principal Data Scientist (AI)- REMOTE (US),https://www.linkedin.com/jobs/view/4386838318,https://career5.successfactors.eu/portalcareer?_s.crb=HM9tsRndK4rSAwMvNVyRl22MefnwI%252f5xZZR9fr%252ftjDk%253d**,applied,,0,2026-04-16T21:16:36.396643+00:00,2026-04-16T21:08:08.272174+00:00
Nextdoor,Senior Data Scientist - Fraud Prevention,https://www.linkedin.com/jobs/view/4377037971,https://about.nextdoor.com/careers-list/?gh_jid=7647029,applied,,0,2026-04-16T21:09:08.201923+00:00,2026-04-16T21:04:02.494055+00:00
HTC Global Services,Data Scientist,https://www.htcinc.com/job-detail/?jobcode=241860&board=177&board_type=30,https://www.htcinc.com/apply-now/?jobcode=241860&board=177&board_type=30,applied,,0,2026-04-16T21:04:00.371384+00:00,2026-04-16T21:01:01.189696+00:00
Intuit,Staff Data Scientist,https://www.linkedin.com/jobs/view/4401737138,https://jobs.intuit.com/job/-/-/27595/90592538416?cid=pjob_li_click_us_datasci-fy26_cn_text_job_int-tm&p_sid=UtCe3db&p_uid=zIOTRFVTc4&ss=paid&utm_campaign=&utm_content=pj_board&utm_medium=jobad&utm_source=linkedin+slots+(intuit),failed,blocked_domain,99,,2026-04-16T21:01:01.025224+00:00
Alvarez & Marsal,"Data Scientist, Generative & Agentic AI Solutions: Senior Consultant",https://www.linkedin.com/jobs/view/4384280687,https://careers.alvarezandmarsal.com/pages/thank-you**,applied,,0,2026-04-16T21:08:06.178938+00:00,2026-04-16T20:56:06.150206+00:00
CARFAX,Data Scientist,https://www.linkedin.com/jobs/view/4400311503,https://jobs.jobvite.com/carfax/job/oUOXzfwY/applyConfirmation,applied,,0,2026-04-16T20:58:22.375354+00:00,2026-04-16T20:50:49.529229+00:00
Zillow,"Manager, Ads and Marketing Data Science",https://www.linkedin.com/jobs/view/4399864231,https://www.linkedin.com/jobs/view/4399864231/,failed,expired,99,,2026-04-16T20:50:24.194321+00:00
Axtria - Ingenious Insights,Director - Data Science – GenAI (1200),https://www.linkedin.com/jobs/view/4374507196,https://axtriainc.applytojob.com/apply/Mf4HcIu4tw?source=LinkedIn+Ads,failed,captcha,99,,2026-04-16T20:40:49.907547+00:00
Axtria - Ingenious Insights,Director - Data Science – GenAI (1201),https://www.linkedin.com/jobs/view/4374298988,http://axtriainc.applytojob.com/apply/818vHJNflZ?source=LinkedIn+Ads,failed,captcha,99,,2026-04-16T20:34:00.943877+00:00
Intuit,"Manager 2, Data Science (Customer Success - Analytics)",https://www.linkedin.com/jobs/view/4345181881,https://dsp.prng.co/RnI4Rib,failed,expired,99,,2026-04-16T20:33:40.858971+00:00
Safe-Guard Products International,Principal Data Scientist,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=6bffc68e-662d-4c02-8375-b102bf145f00&ccId=19000101_000001&type=JS&lang=en_US&selectedMenuKey=CurrentOpenings&jobId=945525&source=LI,https://workforcenow.adp.com/mascsr/applicant/mdf/recruitment/postLogin.html?cid=6bffc68e-662d-4c02-8375-b102bf145f00&ccId=19000101_000001&type=JS&lang=en_US&selectedMenuKey=CurrentOpenings&jobId=945525&source=LI&jobId=945525&requisitionId=9201494371198_1&params=jobId&OTP_login=true**,applied,,0,2026-04-16T20:33:35.222981+00:00,2026-04-16T20:31:02.390641+00:00
Total Wine & More,Lead Data Scientist,https://www.linkedin.com/jobs/view/4399575438,https://totalwine.wd1.myworkdayjobs.com/en-US/twm/jobTasks/completed/application?source=Symphony_TWM**,applied,,0,2026-04-16T20:33:38.976963+00:00,2026-04-16T20:28:44.812930+00:00
"JPMorgan Chase Bank, N.A.",WFP Lead Data Scientist - Vice President,https://www.whatjobs.com/jobs/wfp-lead-data-scientist/el-dorado,https://www.whatjobs.com/jobs/wfp-lead-data-scientist/el-dorado,failed,not_a_job_application,99,,2026-04-16T20:24:07.821727+00:00
Nclusion,Senior Data Scientist - ML,https://www.linkedin.com/jobs/view/4399057336,https://jobs.gem.com/nclusion/am9icG9zdDpMIEvOMo1T6h8TRInmLayF,failed,captcha,99,,2026-04-16T20:20:57.425064+00:00
USAA,Data Scientist Senior - Model Development,https://jobs.womenforhire.com/job/usa/carrollton-tx/data-scientist-senior-model-development-862836,https://usaa.wd1.myworkdayjobs.com/en-US/USAAJOBSWD/job/San-Antonio-Home-Office-IIIII/Data-Scientist-Senior--AI-ML_R0115804/apply/applyManually?utm_campaign=other_non-priority&utm_medium=jobad&utm_content=pj_board&utm_source=womenforhire&p_sid=e08KYfb&p_uid=qyW7lGh8EO&source=tmp_programmaticjobs&ss=paid,applied,,1,2026-04-16T20:20:29.332297+00:00,2026-04-16T20:18:44.192174+00:00
USAA,Data Scientist Senior - Model Development,https://jobs.womenforhire.com/job/usa/saint-petersburg-fl/data-scientist-senior-model-development-494669,https://jobs.womenforhire.com/job/usa/saint-petersburg-fl/data-scientist-senior-model-development-494669/,failed,not_eligible_work_auth,3,,2026-04-16T20:16:47.996469+00:00
Perpay Inc.,Senior Data Scientist,https://www.linkedin.com/jobs/view/4312429893,https://job-boards.greenhouse.io/perpay/jobs/4946441007/confirmation?gh_src=394p9og47us,applied,,0,2026-04-16T20:20:55.483905+00:00,2026-04-16T20:14:07.093806+00:00
Alvarez & Marsal,"Data Scientist, Generative & Agentic AI Solutions: Senior Consultant",https://www.linkedin.com/jobs/view/4384282725,https://careers.alvarezandmarsal.com/pages/thank-you**,applied,,0,2026-04-16T20:15:11.226818+00:00,2026-04-16T20:09:56.215429+00:00
OpenAI,"Data Scientist, Marketing Innovation",https://www.linkedin.com/jobs/view/4374544410,https://jobs.ashbyhq.com/openai/7f299784-2c75-4d73-99e5-1e5043ec7b48/application,failed,application_limit_exceeded,3,,2026-04-16T20:07:15.013094+00:00
myGwork - LGBTQ+ Business Community,"Principal AI Data Scientist, Service - USA Remote",https://www.linkedin.com/jobs/view/4399747322,https://danaher.wd1.myworkdayjobs.com/en-US/DanaherJobs?source=APPLICANT_SOURCE-3-1327&Job_Application_ID=ee568bc1fa029001b5440c060c5b0000**,applied,,0,2026-04-16T20:14:05.021592+00:00,2026-04-16T20:06:01.663883+00:00
9XV CP and Talent,"Senior Lead Data Scientist — Hybrid, Enterprise ML & Strategy",https://www.whatjobs.com/jobs/senior-lead-data-scientist/houston-texas,https://www.whatjobs.com/jobseeker/dashboard?ni=f35967q**,applied,,0,2026-04-16T20:13:21.167414+00:00,2026-04-16T20:03:57.634376+00:00
Health Care Service Corporation,Senior Director Data Science,https://www.linkedin.com/jobs/view/4385891117,https://hcsc.wd1.myworkdayjobs.com/en-US/HCSC_External/jobTasks/completed/application?source=LinkedIn**,applied,,0,2026-04-16T20:03:55.782373+00:00,2026-04-16T19:56:42.122815+00:00
Medica,Data Scientist II,https://www.linkedin.com/jobs/view/4388517162,https://recruiting2.ultipro.com/MED1007MHP/JobBoard/ffa5492f-9175-4dab-891d-a6a5d6dced2f/OpportunityDetail,failed,expired,99,,2026-04-16T19:56:19.347818+00:00
Intuit,Sr. Staff Data Scientist - Product Growth,https://www.linkedin.com/jobs/view/4381472892,,failed,expired,99,,2026-04-16T19:55:56.443339+00:00
Nexxen,Senior Data Scientist,https://www.linkedin.com/jobs/view/4385647781,,failed,expired,99,,2026-04-16T19:55:31.479103+00:00
OKX,"Principal Data Scientist, Risk & AI",https://www.linkedin.com/jobs/view/4367529291,https://job-boards.greenhouse.io/okx/jobs/7612307003/confirmation?gh_src=8ad01c4c3us,applied,,0,2026-04-16T19:54:13.300466+00:00,2026-04-16T19:49:34.144178+00:00
Learning Commons,"Senior Data Scientist, Education",https://www.linkedin.com/jobs/view/4398320577,https://job-boards.greenhouse.io/education/jobs/7769562/confirmation**,applied,,0,2026-04-16T19:55:29.732818+00:00,2026-04-16T19:49:08.904255+00:00
Suntory Global Spirits,Data Science & AI Senior Manager,https://careers.suntoryglobalspirits.com/job/Chicago-Data-Science-&-AI-Senior-Manager-IL-60290/1356341300/,https://career4.successfactors.com/portalcareer?_s.crb=a16oewJctXV3oFZfi8o2UNufZR1cWUWY6O4FkehfwWs%253d**,applied,,0,2026-04-16T19:49:32.335127+00:00,2026-04-16T19:48:43.046059+00:00
Attune,Data Scientist,https://www.linkedin.com/jobs/view/4398997808,https://job-boards.greenhouse.io/attune/jobs/7656348003/confirmation?gh_src=f2k2coa43us,applied,,0,2026-04-16T19:48:41.057344+00:00,2026-04-16T19:46:05.582327+00:00
Fanatics,Data Scientist,https://www.linkedin.com/jobs/view/4398281208,https://job-boards.greenhouse.io/fanaticsfbg/jobs/4206432009/confirmation**,applied,,0,2026-04-16T19:52:16.235965+00:00,2026-04-16T19:45:58.909166+00:00
IFABCORP,Data Scientist,https://www.linkedin.com/jobs/view/4394683376,https://www.linkedin.com/jobs/view/4394683376/,applied,,0,2026-04-16T19:49:06.939482+00:00,2026-04-16T19:40:51.554177+00:00
Envision Technology Solutions,Data Scientist,https://www.linkedin.com/jobs/view/4394712813,https://www.linkedin.com/jobs/view/4394712813/,applied,,0,2026-04-16T19:45:56.890410+00:00,2026-04-16T19:39:44.613693+00:00
(0400) Sanofi-Aventis US LLC,"Associate Director, Data Science - Market Access",https://sanofi.wd3.myworkdayjobs.com/en-US/SanofiCareers/job/Cambridge-MA/Associate-Director--Data-Science---Market-Access_R2838261-1,https://sanofi.wd3.myworkdayjobs.com/SanofiCareers/job/Cambridge-MA/Associate-Director--Data-Science---Market-Access_R2838261-1,failed,sso_required,99,,2026-04-16T19:36:57.398057+00:00
Intuit,Staff Data Scientist,https://www.linkedin.com/jobs/view/4401723698,https://intuit.avature.net/en_US/externalCareers/ProfileJobApplications,applied,,0,2026-04-16T19:40:49.684997+00:00,2026-04-16T19:35:59.785892+00:00
Intuit,"Director, Data Science - Intuit Customer Success Data Platform",https://www.linkedin.com/jobs/view/4401740077,https://jobs.intuit.com/job/-/-/27595/92326929024?cid=pjob_li_click_us_data-other-fy26_cn_text_job_int-tm&p_sid=cauXLvb&p_uid=siNJYZNVmB&ss=paid&utm_campaign=&utm_content=pj_board&utm_medium=jobad&utm_source=linkedin+slots+(intuit),failed,login_issue,99,,2026-04-16T19:34:58.227844+00:00
Intuit,Principal Data Scientist,https://www.linkedin.com/jobs/view/4399884375,https://dsp.prng.co/ff706Nb,failed,login_issue,99,,2026-04-16T19:30:45.181015+00:00
Intuit,"Senior Staff Data Scientist, Expert Experiences",https://www.linkedin.com/jobs/view/4345241756,https://intuit.avature.net/en_US/externalCareers/ProfileJobApplications**,applied,,0,2026-04-16T19:35:57.795888+00:00,2026-04-16T19:29:05.198718+00:00
Intuit,Senior Data Scientist,https://www.linkedin.com/jobs/view/4400515150,https://intuit.avature.net/en_US/externalCareers/ProfileJobApplications,applied,,0,2026-04-16T19:30:43.097687+00:00,2026-04-16T19:25:52.119335+00:00
CultureMill Recruiting,"Sr. Data Scientist, Fraud & Platform Integrity",https://www.linkedin.com/jobs/view/4395923006,https://www.linkedin.com/jobs/view/4395923006/,applied,,0,2026-04-16T19:29:03.056086+00:00,2026-04-16T19:22:44.853304+00:00
Best Buy,"Data Scientist, Marketing",https://www.linkedin.com/jobs/view/4400647561,https://bestbuylinkedinslots.thejobnetwork.com/Job/603212486?etd=MUVP6CXQ22IN47HY3IGUMPQVN7LZQQZ7ZTBLJE53WINIA7RJ7OV6ZXXQYOFMXHRTNK44MVFMG25SR4BL2NVD6LQA5HYZW5UBXUBA4DNVBNS54E3CCUWQ%3d%3d%3d%3d,failed,login_issue,99,,2026-04-16T19:18:35.338638+00:00
"1000 Genentech, Inc.","Head, Innovation Accelerator Data Science",https://roche.wd3.myworkdayjobs.com/en-US/ROG-A2O-GENE/job/South-San-Francisco/Head--Innovation-Accelerator-Data-Science_202509-124668-1,https://roche.wd3.myworkdayjobs.com/ROG-A2O-GENE/job/South-San-Francisco/Head--Innovation-Accelerator-Data-Science_202509-124668-1,failed,expired,99,,2026-04-16T19:18:07.342022+00:00
,"Manager, Data Scientist - Credit Review",https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/McLean-VA/Manager--Data-Scientist---Credit-Review_R240142,https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/McLean%2C-VA/Manager--Data-Scientist---Credit-Review_R240142/apply/autofillWithResume**,applied,,0,2026-04-16T19:18:53.688771+00:00,2026-04-16T19:17:33.355873+00:00
Alloy,"Senior Data Scientist, Predict",https://www.alloy.com/about/jobs/detail?gh_jid=8495229002&gh_jid=8495229002,https://www.alloy.com/about/jobs/detail?gh_jid=8495229002&gh_jid=8495229002**,applied,,0,2026-04-16T19:18:05.498766+00:00,2026-04-16T19:09:46.215395+00:00
,Data Scientist,https://sofi.com/careers/job/7677692003?gh_jid=7677692003,https://job-boards.greenhouse.io/embed/job_app/confirmation?for=sofi&token=7679146003**,applied,,0,2026-04-16T19:16:55.903726+00:00,2026-04-16T19:09:17.817427+00:00
,Principal Data Scientist,https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/McLean-VA/Principal-Data-Scientist_R238360-2,https://capitalone.wd12.myworkdayjobs.com/Capital_One/job/McLean-VA/Principal-Data-Scientist_R238360-2,failed,login_issue,99,,2026-04-16T19:01:59.209393+00:00
Alvarez & Marsal,"Data Scientist, Generative & Agentic AI Solutions: Senior Consultant",https://www.linkedin.com/jobs/view/4384279682,https://careers.alvarezandmarsal.com/jobs/17480495-data-scientist-generative-and-agentic-ai-solutions-senior-consultant?bid=370&__jvst=Job+Board&__jvsd=LinkedIn,failed,expired,99,,2026-04-16T19:01:08.491075+00:00
Alvarez & Marsal,"Data Scientist, Generative & Agentic AI Solutions: Senior Consultant",https://www.linkedin.com/jobs/view/4384281688,https://careers.alvarezandmarsal.com/pages/thank-you**,applied,,1,2026-04-16T19:09:44.311878+00:00,2026-04-16T19:01:08.238220+00:00
Alvarez & Marsal,"Data Scientist, Generative & Agentic AI Solutions: Senior Consultant",https://www.linkedin.com/jobs/view/4384294273,https://careers.alvarezandmarsal.com/jobs/17480493-data-scientist-generative-and-agentic-ai-solutions-senior-consultant?bid=370&__jvst=Job+Board&__jvsd=LinkedIn**,applied,,0,2026-04-16T19:09:15.836519+00:00,2026-04-16T19:01:08.063589+00:00
OpenAI,"Data Scientist, Support",https://www.linkedin.com/jobs/view/4313812386,https://jobs.ashbyhq.com/openai/1f37ae5b-791a-4505-9575-183cc4bb9d5e/application,failed,application_limit_exceeded,3,,2026-04-16T12:40:43.377083+00:00
Blue Cross Blue Shield of Massachusetts,Senior Data Scientist,https://www.linkedin.com/jobs/view/4304616872,https://careers.bluecrossma.org/us/en/apply?jobSeqNo=BCBSUSR07986EXTERNALENUS&pjid=f485930e-b751-4795-a4de-a5a3732c174f&uid=19d964b52de17db-13c680-9ab5-19d964b52df1b0e&p_lang=en_us&refNum=BCBSUS&step=1&stepname=applicationReview**,applied,,0,2026-04-16T12:52:17.106265+00:00,2026-04-16T12:36:34.397967+00:00
Humana,Senior Data Scientist: Autonomous Goal Management (Remote),https://us.jobrapido.com/jobpreview/5522053683841335296,https://careers.humana.com/us/en/applythankyou?status=alreadyApplied&jobSeqNo=HUMHUMUSR401768EXTERNALENUS&jobTitle=Senior%20Data%20Scientist&jobId=R-401768&candidateHomeUrl=https://humana.wd5.myworkdayjobs.com/Humana_External_Career_Site/login?Job_Application_ID=undefined&jobApplicationId=undefined&candidateId=CAND-497454,applied,,0,2026-04-16T12:42:06.337751+00:00,2026-04-16T12:33:34.772973+00:00
Sundayy,AI/ML Scientist,https://www.linkedin.com/jobs/view/4396585284,https://www.linkedin.com/jobs/view/4396585284/,failed,expired,99,,2026-04-16T12:32:50.353678+00:00
Solventum,Senior Data Scientist,https://www.linkedin.com/jobs/view/4402089496,https://healthcare.wd1.myworkdayjobs.com/Search/job/Remote---Pennsylvania/Senior-Data-Scientist_R01129692?source=LinkedIn,failed,login_issue,99,,2026-04-16T12:32:41.350722+00:00
Storm2,Staff Data Scientist,https://www.linkedin.com/jobs/view/4402038448,https://www.linkedin.com/jobs/view/4402038448,failed,expired,99,,2026-04-16T12:32:19.830275+00:00
"Ovative Group, LLC",Sr. Data Scientist - Predictive Planning,https://ovative.wd12.myworkdayjobs.com/en-US/ovative/job/Minneapolis/Sr-Data-Scientist---Predictive-Planning_JR100152-1,https://ovative.wd12.myworkdayjobs.com/ovative/job/Minneapolis/Sr-Data-Scientist---Predictive-Planning_JR100152-1,failed,expired,99,,2026-04-16T12:32:01.255260+00:00
RemoteHunter,"Data Scientist II, Growth Marketing",https://www.linkedin.com/jobs/view/4391680416,,failed,expired,99,,2026-04-16T12:31:55.494773+00:00
Integrity,Senior Data Scientist,https://www.linkedin.com/jobs/view/4396392072,https://www.linkedin.com/jobs/view/4396392072/,failed,expired,99,,2026-04-16T12:31:46.611374+00:00
Salim Group,Data Scientist,https://www.linkedin.com/jobs/view/4400544800,https://www.linkedin.com/jobs/view/4400544800,failed,expired,99,,2026-04-16T12:31:30.764630+00:00
Hirewell,Lead Data Scientist,https://www.linkedin.com/jobs/view/4394486966,https://www.linkedin.com/jobs/view/4394486966/,failed,expired,99,,2026-04-16T12:31:19.101803+00:00
Cohere,Lead Data Scientist,https://www.linkedin.com/jobs/view/4391825147,,failed,expired,99,,2026-04-16T12:31:14.636805+00:00
Jobs via Dice,Data scientist - Full time,https://www.linkedin.com/jobs/view/4394700574,https://www.linkedin.com/jobs/view/4394700574/,failed,expired,99,,2026-04-16T12:31:03.270413+00:00
Ascendion,Data Scientist,https://www.linkedin.com/jobs/view/4388956726,https://ascendion.com/job-inner-page/?post=331912&refid=col_linkedin#job_apply_holder,applied,,0,2026-04-16T12:31:16.816369+00:00,2026-04-16T12:27:47.408192+00:00
Zest for Tech,Data Scientist,https://www.linkedin.com/jobs/view/4398489954,https://www.linkedin.com/jobs/view/4398489954/,applied,,0,2026-04-16T12:31:12.693474+00:00,2026-04-16T12:24:10.796007+00:00
Freenome,Senior Machine Learning Scientist,https://www.linkedin.com/jobs/view/4317541596,https://job-boards.greenhouse.io/freenome/jobs/7963050002/confirmation**,applied,,0,2026-04-16T12:31:00.942601+00:00,2026-04-16T12:20:46.877550+00:00
GlaxoSmithKline,"Senior Data Scientist, Manufacturing Analytics & AI",https://www.whatjobs.com/jobs/senior-data-scientist-manufacturing-analytics/king-of-prussia-pennsylvania,https://www.whatjobs.com/jobseeker/dashboard?ni=y86mh4g**,applied,,0,2026-04-16T12:27:45.068330+00:00,2026-04-16T12:20:20.160894+00:00
